EDAD;GENERO;ESTRATO_VIVIENDA;NIVEL_EDUCATIVO;TIPO_AREA_VIVIENDA;SEGMENTO_PLAN;MIN_LLAMADAS_SEM;MIN_REDES_SOC_SEM;MIN_WEB_SEM;DIAS_PAGO_FACT;VECES_LLAM_COMPETENCIA;MESES_SUSCRITO;NUM_INTERRUPCIONES;DUR_INTERRUPCIONES;SUSCRIP_STREAMING;RIESGO_CANCELACION
47;hombre;2;primaria;rural;medio;959;1512;305;53;145;28;0;118;no;no
57;mujer;6;secundaria;rural;medio;221;1765;495;12;200;99;6;499;no;no
60;mujer;2;primaria;rural;basico;14;1114;887;16;131;99;3;468;no;no
45;hombre;2;educacion superior;urbana;premium;124;447;832;13;77;109;5;15;no;no
51;mujer;5;educacion superior;rural;medio;523;1694;1132;27;160;101;7;175;no;no
18;mujer;5;secundaria;rural;medio;41;307;994;27;219;69;5;317;no;si
56;mujer;4;primaria;urbana;medio;422;933;1336;34;265;107;8;417;no;no
58;hombre;5;secundaria;urbana;premium;341;285;1369;30;140;79;10;463;no;no
76;mujer;2;educacion superior;urbana;premium;989;1524;359;49;216;23;7;267;no;si
77;mujer;2;primaria;urbana;premium;487;1120;83;57;212;60;8;239;no;si
47;hombre;4;primaria;rural;premium;946;250;347;53;116;22;4;211;no;si
20;mujer;4;secundaria;rural;premium;117;1312;1120;49;216;10;1;349;no;no
72;mujer;3;educacion superior;urbana;basico;788;1634;1182;39;212;31;10;379;no;si
53;mujer;6;primaria;rural;premium;926;729;148;47;82;12;8;267;no;si
21;hombre;4;secundaria;urbana;premium;49;1850;841;57;36;49;9;373;si;no
30;hombre;5;educacion superior;rural;basico;318;1959;2;30;282;99;7;359;si;no
58;mujer;4;primaria;urbana;basico;23;987;898;19;117;57;5;91;no;no
33;hombre;3;primaria;urbana;medio;586;1640;434;47;142;110;4;109;si;no
20;mujer;6;secundaria;rural;basico;341;1681;696;19;221;92;2;395;no;no
66;hombre;2;educacion superior;urbana;medio;946;1055;1160;2;3;30;9;139;si;no
50;mujer;3;secundaria;rural;medio;385;1423;797;7;243;97;1;318;si;no
28;mujer;3;primaria;urbana;basico;498;968;1183;52;151;12;7;216;no;si
54;hombre;3;primaria;urbana;medio;162;1994;1301;20;163;44;8;267;no;si
47;mujer;3;primaria;rural;medio;725;63;598;31;20;48;7;12;si;no
19;hombre;4;educacion superior;urbana;basico;389;481;1500;55;293;24;5;272;no;si
43;hombre;2;educacion superior;rural;premium;930;1725;1202;15;243;72;7;236;no;no
61;hombre;5;primaria;urbana;medio;381;150;1093;34;193;35;1;314;si;no
29;hombre;3;primaria;rural;premium;695;1276;428;57;244;17;10;312;no;si
69;mujer;3;primaria;rural;basico;383;279;981;34;187;36;9;421;no;no
23;hombre;5;educacion superior;urbana;basico;371;911;705;34;182;41;8;248;no;si
42;mujer;4;educacion superior;urbana;basico;757;1486;554;9;179;6;6;352;no;no
24;mujer;4;primaria;urbana;medio;627;757;1473;20;188;67;9;295;no;si
26;mujer;1;educacion superior;rural;premium;918;1142;141;20;207;50;6;90;no;si
49;hombre;2;primaria;urbana;premium;427;136;236;44;282;22;10;289;no;si
25;mujer;6;educacion superior;urbana;basico;308;650;1140;9;28;98;10;336;no;no
22;hombre;2;primaria;urbana;basico;812;483;920;24;283;106;4;212;no;si
18;hombre;2;primaria;urbana;medio;468;1974;298;22;288;42;8;207;no;no
34;hombre;5;secundaria;urbana;basico;180;221;913;44;124;117;3;159;no;no
61;mujer;6;educacion superior;rural;basico;959;1235;179;54;228;12;5;362;no;si
65;hombre;6;secundaria;rural;basico;432;229;346;15;149;12;7;172;no;si
56;mujer;6;primaria;urbana;basico;637;581;265;33;150;117;8;350;no;si
62;mujer;5;secundaria;urbana;medio;478;1943;555;26;224;43;9;158;no;si
76;mujer;3;primaria;rural;medio;628;362;126;45;124;25;9;271;no;no
73;mujer;5;educacion superior;urbana;basico;699;571;11;18;191;113;5;303;no;si
36;mujer;1;secundaria;urbana;medio;96;1744;1109;27;288;26;9;298;no;si
52;mujer;6;educacion superior;urbana;premium;803;1565;919;36;298;83;9;494;no;si
25;hombre;6;educacion superior;urbana;medio;448;1552;1162;25;60;67;8;408;no;si
43;mujer;5;primaria;urbana;premium;375;818;753;8;13;31;6;225;si;no
43;mujer;4;secundaria;urbana;premium;901;573;341;42;154;31;6;82;no;si
48;hombre;1;secundaria;urbana;premium;698;323;163;17;74;61;5;465;no;si
67;mujer;1;secundaria;urbana;premium;109;510;1470;60;178;63;5;196;no;no
69;mujer;2;secundaria;rural;basico;408;1700;578;56;298;45;10;340;no;si
41;mujer;2;secundaria;rural;premium;605;774;833;1;288;112;9;318;no;no
34;mujer;3;educacion superior;urbana;premium;144;1503;1025;60;291;75;4;448;no;si
33;mujer;4;primaria;rural;basico;765;1526;817;46;64;83;3;173;no;si
26;hombre;5;educacion superior;urbana;basico;319;1811;1262;1;1;114;8;69;si;no
71;mujer;6;secundaria;rural;premium;688;1130;82;25;207;37;6;226;no;si
80;mujer;3;educacion superior;rural;basico;714;783;1333;20;72;37;6;296;no;no
70;mujer;1;secundaria;rural;basico;906;1155;1134;20;169;67;5;186;no;si
63;mujer;2;secundaria;urbana;basico;316;254;1491;35;218;57;0;45;si;no
77;mujer;2;secundaria;rural;medio;177;1767;295;9;204;108;1;91;no;no
61;hombre;1;secundaria;urbana;medio;856;831;1322;42;152;110;9;87;no;si
44;mujer;4;primaria;urbana;medio;20;1164;1280;13;251;67;9;234;no;no
47;hombre;6;secundaria;rural;medio;636;12;1288;25;114;80;5;398;no;si
25;mujer;2;educacion superior;urbana;premium;78;1226;1415;26;57;4;3;245;si;no
54;mujer;6;secundaria;urbana;basico;947;1525;781;22;187;101;6;177;no;no
51;mujer;4;secundaria;rural;basico;648;666;514;33;82;14;5;416;no;no
71;mujer;4;primaria;rural;medio;785;177;1283;48;47;83;7;51;si;no
41;hombre;1;secundaria;rural;medio;18;484;1346;42;216;118;5;144;no;no
54;hombre;4;primaria;urbana;medio;111;87;1149;25;160;10;8;454;no;si
23;hombre;3;primaria;rural;premium;607;1678;1008;43;247;71;6;417;no;si
58;mujer;2;educacion superior;urbana;basico;309;1925;1332;57;150;106;6;173;no;si
45;mujer;2;educacion superior;rural;premium;559;52;1264;39;88;36;4;150;no;si
45;mujer;5;secundaria;urbana;basico;282;1195;259;4;143;44;2;263;no;no
68;mujer;2;educacion superior;rural;premium;856;1240;541;35;256;61;5;468;no;no
70;mujer;5;educacion superior;urbana;basico;6;795;480;16;211;24;5;360;no;no
49;mujer;6;primaria;urbana;basico;209;245;626;11;163;105;6;180;no;no
48;hombre;2;educacion superior;rural;medio;988;589;1237;57;94;118;7;429;no;no
80;hombre;6;educacion superior;urbana;premium;300;825;683;41;228;112;10;445;si;no
41;mujer;3;primaria;urbana;premium;61;84;370;42;139;65;9;381;no;si
23;mujer;1;secundaria;urbana;medio;520;1729;560;48;108;103;4;391;no;si
23;mujer;5;primaria;urbana;basico;354;1742;595;38;176;90;6;377;no;no
27;mujer;4;secundaria;urbana;basico;758;490;328;57;191;58;5;218;no;si
52;mujer;2;secundaria;urbana;premium;962;1402;892;24;277;85;9;312;no;si
61;mujer;5;primaria;urbana;premium;823;160;1300;29;77;98;4;433;no;si
59;mujer;6;secundaria;urbana;premium;880;1976;451;28;192;60;0;230;no;no
24;hombre;1;secundaria;rural;medio;347;555;321;37;159;9;4;251;no;no
59;hombre;5;primaria;urbana;basico;664;1316;770;24;256;4;3;172;no;si
28;mujer;4;secundaria;rural;medio;306;585;1144;54;257;15;2;497;si;no
49;mujer;4;primaria;urbana;medio;905;523;1354;59;80;63;6;281;no;si
66;mujer;5;educacion superior;urbana;medio;128;587;299;16;58;30;2;245;no;no
76;hombre;2;educacion superior;urbana;medio;918;1775;1309;4;141;61;9;441;no;no
55;mujer;6;educacion superior;rural;premium;710;1853;1106;26;275;12;4;151;no;si
53;hombre;1;educacion superior;rural;basico;220;1919;821;1;263;45;2;74;no;no
52;hombre;5;educacion superior;urbana;basico;87;667;220;35;179;72;4;157;no;no
52;mujer;6;secundaria;urbana;premium;986;1203;453;25;62;92;0;176;si;no
20;mujer;2;educacion superior;rural;premium;280;768;1239;44;55;92;3;24;no;no
16;mujer;2;educacion superior;rural;premium;170;732;1140;48;134;46;5;265;no;si
25;mujer;1;secundaria;urbana;premium;461;455;1096;19;109;107;3;73;no;si
53;hombre;2;primaria;urbana;premium;240;1820;475;45;117;25;10;341;no;si
79;mujer;3;primaria;urbana;medio;367;1990;1217;35;112;20;6;163;no;si
61;mujer;6;educacion superior;urbana;premium;190;1072;1035;19;94;25;6;167;no;si
16;mujer;4;secundaria;rural;premium;371;480;1054;10;289;110;10;381;no;no
35;mujer;1;secundaria;urbana;medio;207;1155;224;38;35;5;0;25;no;no
18;mujer;6;secundaria;urbana;medio;98;1760;83;17;196;64;3;332;no;si
69;mujer;6;secundaria;rural;basico;427;335;82;47;88;88;2;152;no;no
30;mujer;4;secundaria;urbana;medio;436;1195;1368;19;185;67;10;398;no;si
53;mujer;6;primaria;urbana;medio;405;333;296;59;178;1;3;278;no;si
23;mujer;2;primaria;urbana;premium;772;936;1450;21;208;83;6;484;no;si
76;hombre;4;educacion superior;urbana;medio;169;365;1075;42;213;102;1;170;si;no
28;mujer;5;secundaria;urbana;basico;423;1451;39;37;9;116;8;288;si;no
58;mujer;3;educacion superior;rural;premium;627;1983;444;60;199;108;9;353;no;si
20;hombre;1;educacion superior;urbana;premium;912;203;755;15;250;44;2;445;si;no
43;mujer;4;educacion superior;rural;medio;750;464;735;7;22;73;2;452;no;no
57;mujer;4;primaria;urbana;medio;69;401;1150;30;94;96;9;56;no;si
61;mujer;6;primaria;urbana;medio;398;1399;1410;43;245;76;3;302;no;si
53;mujer;6;educacion superior;urbana;medio;785;1912;1294;34;295;30;4;451;no;si
76;hombre;5;educacion superior;urbana;premium;259;761;1413;43;80;81;10;424;no;si
19;mujer;3;primaria;rural;medio;926;824;108;38;14;95;2;324;no;no
42;mujer;3;secundaria;rural;premium;501;1179;1204;38;265;29;6;331;si;no
76;hombre;5;secundaria;urbana;premium;948;205;497;40;171;49;1;284;si;no
80;hombre;6;secundaria;rural;premium;690;301;867;1;111;22;2;464;no;no
45;mujer;5;primaria;urbana;basico;774;436;271;58;224;43;10;261;no;si
36;mujer;3;educacion superior;urbana;basico;421;1253;0;20;232;79;4;279;no;si
46;hombre;2;primaria;urbana;basico;807;1633;409;50;50;109;5;486;no;no
20;mujer;4;primaria;rural;medio;947;365;757;54;244;29;8;136;no;no
73;hombre;3;educacion superior;urbana;basico;234;257;191;1;89;71;9;153;si;no
29;mujer;2;secundaria;rural;basico;272;1949;1390;31;167;13;0;276;si;no
51;hombre;3;secundaria;urbana;premium;243;1961;520;54;21;116;0;33;si;no
66;hombre;1;educacion superior;rural;medio;7;49;1210;18;266;110;9;214;no;si
55;mujer;1;primaria;urbana;basico;704;1334;1099;59;276;120;7;500;no;si
27;mujer;3;educacion superior;urbana;medio;150;1004;221;19;271;14;5;162;no;no
79;hombre;3;educacion superior;urbana;premium;178;1473;1195;60;214;106;8;239;no;si
41;hombre;4;educacion superior;urbana;medio;296;92;1079;60;191;47;8;19;si;no
76;mujer;4;primaria;urbana;basico;556;1222;1437;38;159;29;8;313;no;si
51;hombre;2;secundaria;rural;medio;368;1626;996;41;93;40;3;315;no;si
76;mujer;1;secundaria;rural;basico;760;1522;1179;55;57;6;5;271;no;si
48;mujer;1;educacion superior;urbana;premium;609;1919;652;10;291;58;0;36;si;no
53;hombre;4;secundaria;urbana;basico;777;1253;31;47;226;90;10;373;no;si
74;mujer;4;secundaria;rural;premium;954;891;825;53;300;92;1;64;no;no
26;hombre;3;educacion superior;urbana;basico;900;1959;1148;31;132;98;7;167;no;si
49;mujer;6;secundaria;rural;basico;352;552;1162;43;226;38;9;393;no;si
58;mujer;3;educacion superior;urbana;basico;391;848;368;33;299;118;6;433;no;si
41;hombre;2;primaria;urbana;premium;343;1870;1348;41;192;73;8;142;si;no
53;mujer;2;educacion superior;rural;premium;1000;289;1207;18;274;114;2;310;no;no
27;hombre;6;secundaria;urbana;medio;96;1226;1109;12;247;11;2;75;si;no
39;hombre;1;primaria;rural;basico;174;1312;951;45;226;108;10;182;no;si
41;hombre;6;primaria;urbana;medio;62;1463;341;51;11;29;7;58;si;no
31;mujer;3;educacion superior;rural;medio;207;215;770;60;154;44;10;394;no;si
43;hombre;1;educacion superior;urbana;premium;484;946;185;28;208;33;7;49;no;no
69;hombre;2;secundaria;rural;premium;357;129;759;46;51;113;10;200;no;si
50;mujer;4;secundaria;rural;basico;481;395;163;0;67;110;2;335;no;no
71;mujer;6;secundaria;rural;basico;665;744;1177;48;164;42;8;301;no;si
16;mujer;2;educacion superior;rural;basico;665;1428;645;40;129;104;7;305;no;si
43;mujer;2;primaria;rural;medio;420;732;136;5;282;38;6;189;si;no
68;mujer;1;primaria;urbana;premium;432;1842;1366;56;291;93;3;66;no;si
16;mujer;1;primaria;rural;basico;768;1780;946;60;196;76;7;393;no;si
80;hombre;6;educacion superior;rural;premium;242;407;729;12;137;82;10;128;si;no
66;hombre;2;secundaria;urbana;basico;230;234;1475;19;124;55;0;330;no;no
54;hombre;6;educacion superior;urbana;basico;387;1409;1097;39;97;3;4;106;no;si
74;mujer;2;primaria;urbana;basico;423;259;255;32;274;20;10;287;no;si
38;hombre;5;secundaria;urbana;medio;40;899;1335;53;186;47;3;398;no;no
60;hombre;6;educacion superior;rural;medio;288;488;306;53;288;94;6;200;no;si
34;mujer;1;secundaria;rural;basico;28;1040;1056;57;139;15;2;366;si;no
29;hombre;4;secundaria;rural;basico;527;1256;937;55;178;98;7;201;no;si
39;hombre;4;secundaria;rural;medio;241;1268;302;12;264;79;8;262;si;no
50;hombre;6;secundaria;rural;premium;639;1776;796;16;136;102;10;112;no;si
44;mujer;5;secundaria;urbana;premium;764;1971;929;49;273;55;4;302;no;si
80;mujer;6;educacion superior;rural;premium;397;296;781;46;284;61;3;101;no;no
18;mujer;4;primaria;rural;medio;545;965;855;15;211;119;8;143;no;si
37;mujer;2;educacion superior;rural;basico;909;1554;146;60;3;112;1;89;si;no
25;hombre;3;primaria;urbana;medio;421;1083;528;51;67;120;3;209;no;si
61;mujer;4;primaria;urbana;medio;29;1821;894;49;114;6;5;331;no;si
66;mujer;6;primaria;urbana;premium;25;336;897;4;184;67;5;294;si;no
20;mujer;5;secundaria;urbana;premium;443;679;565;14;50;66;6;131;no;no
60;mujer;2;primaria;rural;basico;957;372;48;50;127;99;7;352;no;si
28;mujer;5;educacion superior;rural;basico;108;263;1242;23;148;111;9;389;no;si
42;hombre;5;primaria;rural;medio;315;1842;1237;38;187;112;7;426;no;no
76;mujer;1;secundaria;urbana;medio;994;111;741;52;284;89;3;249;no;si
17;mujer;4;educacion superior;rural;medio;752;53;1112;15;32;111;6;4;no;no
30;mujer;3;secundaria;rural;basico;528;1137;1171;36;290;104;0;49;no;no
32;mujer;6;secundaria;rural;medio;560;447;1282;28;235;48;4;270;no;no
75;hombre;2;primaria;urbana;premium;831;385;856;48;219;77;9;435;no;si
48;hombre;5;educacion superior;urbana;basico;170;940;1008;29;167;5;0;54;si;no
61;hombre;6;educacion superior;rural;basico;487;1012;1226;35;91;7;7;129;si;no
72;hombre;3;secundaria;rural;medio;394;924;1108;20;66;28;3;255;no;si
54;hombre;3;secundaria;urbana;premium;165;1178;1430;55;249;59;6;260;no;si
40;mujer;4;educacion superior;rural;premium;782;1957;266;57;250;47;8;52;no;si
22;hombre;1;primaria;rural;premium;817;1483;738;23;34;104;7;327;si;no
58;hombre;3;primaria;urbana;basico;95;266;46;47;43;61;10;363;si;no
31;mujer;3;primaria;rural;basico;955;339;1355;39;128;49;3;224;no;si
44;mujer;3;educacion superior;urbana;basico;552;1004;893;44;94;1;3;406;no;si
31;mujer;1;primaria;urbana;medio;649;214;1091;51;184;97;7;201;no;si
41;mujer;3;primaria;rural;medio;519;877;1010;38;71;112;4;499;no;si
72;mujer;5;primaria;urbana;medio;768;266;66;42;287;52;7;380;no;si
65;hombre;5;educacion superior;urbana;medio;944;914;853;4;73;104;8;486;si;no
42;hombre;1;secundaria;urbana;basico;679;83;579;32;119;86;3;135;no;si
80;hombre;6;educacion superior;rural;basico;802;1099;915;49;121;30;8;295;no;no
50;hombre;4;educacion superior;rural;basico;667;1960;645;21;250;64;3;138;no;si
16;mujer;4;secundaria;urbana;medio;858;596;35;34;297;77;3;168;no;si
54;hombre;5;secundaria;rural;medio;499;1057;747;55;216;67;4;421;no;si
51;mujer;6;educacion superior;rural;basico;551;1593;583;58;86;114;0;201;si;no
71;mujer;1;secundaria;urbana;premium;645;1340;186;50;296;48;10;168;si;no
24;hombre;1;primaria;urbana;medio;768;694;764;0;168;92;0;233;si;no
25;mujer;6;educacion superior;rural;premium;790;1220;554;36;228;31;9;285;no;si
80;hombre;6;educacion superior;urbana;premium;528;1430;143;47;52;62;8;415;no;no
16;mujer;1;secundaria;urbana;medio;311;1323;837;57;296;94;9;287;no;si
27;hombre;6;educacion superior;rural;basico;961;1756;928;37;238;87;10;366;no;si
58;mujer;1;secundaria;urbana;premium;399;1277;534;32;147;118;6;148;si;no
59;mujer;5;secundaria;rural;premium;698;1515;425;48;5;76;0;201;si;no
66;mujer;3;educacion superior;urbana;medio;517;931;22;58;121;18;6;83;si;no
38;hombre;3;primaria;urbana;basico;190;575;773;16;179;73;2;93;si;no
72;hombre;4;secundaria;rural;premium;955;1505;329;1;41;74;8;204;si;no
51;mujer;5;primaria;rural;basico;832;389;875;38;180;74;7;409;no;si
80;mujer;2;educacion superior;rural;medio;791;1761;771;36;189;64;6;92;no;no
76;mujer;2;secundaria;urbana;basico;470;1784;260;42;159;27;6;482;no;si
18;mujer;2;primaria;rural;medio;26;1597;1208;32;76;50;9;234;no;si
16;mujer;3;secundaria;rural;premium;845;952;1340;55;245;116;5;311;no;si
16;mujer;1;educacion superior;urbana;premium;797;1626;287;25;46;93;7;70;si;no
38;mujer;5;secundaria;urbana;premium;97;1006;136;46;228;12;6;288;no;si
59;mujer;1;secundaria;urbana;medio;509;1195;433;4;187;49;8;324;no;no
51;mujer;6;primaria;rural;basico;240;1327;211;26;190;62;6;151;no;si
25;mujer;5;educacion superior;rural;premium;68;1397;963;32;242;63;3;108;no;si
22;hombre;2;primaria;rural;medio;680;413;1300;23;116;74;5;175;no;no
58;mujer;2;secundaria;rural;premium;928;1949;1387;53;142;52;0;463;no;no
52;mujer;3;primaria;urbana;basico;372;861;1003;51;50;3;3;0;no;no
23;hombre;3;educacion superior;rural;medio;869;1910;1088;54;211;10;3;368;no;no
72;mujer;2;primaria;rural;premium;539;1405;836;22;123;30;4;183;no;si
66;mujer;2;primaria;rural;medio;812;978;243;6;36;118;6;146;no;no
63;hombre;5;educacion superior;rural;basico;834;1243;1155;14;233;71;5;243;si;no
76;hombre;5;primaria;rural;medio;791;826;1356;51;207;73;8;292;no;si
25;mujer;6;primaria;urbana;basico;745;1791;1370;31;247;49;4;92;no;si
72;hombre;5;educacion superior;urbana;premium;858;1671;1447;2;130;90;0;172;si;no
16;hombre;3;educacion superior;urbana;premium;565;390;1331;6;121;53;9;235;si;no
19;mujer;2;primaria;rural;medio;50;781;3;38;286;61;2;211;no;no
80;mujer;5;secundaria;urbana;medio;962;1555;790;20;197;109;9;184;no;no
29;hombre;4;educacion superior;rural;medio;236;1656;541;15;127;74;9;76;si;no
33;mujer;3;educacion superior;rural;medio;978;1702;62;27;154;119;10;142;no;si
43;mujer;1;primaria;rural;premium;84;1061;895;41;195;83;7;139;no;si
41;hombre;3;secundaria;rural;premium;104;1741;1268;31;143;106;8;59;no;si
52;mujer;1;educacion superior;urbana;basico;221;1725;1468;36;83;43;8;384;no;si
44;mujer;2;educacion superior;rural;basico;128;449;944;10;211;5;1;33;no;no
21;hombre;4;secundaria;rural;basico;614;1066;601;41;196;23;6;86;no;si
24;hombre;5;primaria;rural;premium;667;751;613;44;235;63;0;279;no;no
38;mujer;4;primaria;rural;medio;450;609;436;33;122;36;4;168;no;si
28;hombre;3;secundaria;rural;medio;457;532;931;60;147;120;7;441;no;si
43;mujer;6;primaria;urbana;basico;333;1658;978;29;293;70;10;493;no;si
79;hombre;3;primaria;rural;premium;203;949;795;24;112;37;7;272;no;si
45;hombre;4;secundaria;urbana;basico;55;756;987;8;258;17;1;144;no;no
40;mujer;5;secundaria;urbana;medio;847;514;855;60;125;118;6;325;no;si
18;mujer;2;secundaria;urbana;medio;322;1815;828;7;153;114;10;33;si;no
72;hombre;6;secundaria;rural;basico;106;282;1016;29;154;10;10;266;no;si
31;mujer;2;secundaria;rural;premium;371;236;705;34;274;37;8;329;no;no
52;hombre;4;secundaria;urbana;medio;916;257;393;57;111;96;4;247;no;si
50;mujer;1;primaria;urbana;basico;103;479;298;46;196;32;8;259;no;no
44;mujer;3;educacion superior;urbana;medio;33;407;549;33;152;17;4;345;no;si
60;mujer;3;primaria;rural;basico;789;938;603;23;101;83;8;279;no;si
76;mujer;4;primaria;urbana;medio;533;930;79;53;245;9;4;94;no;si
76;mujer;4;secundaria;urbana;basico;695;1321;423;21;218;13;10;65;no;si
80;mujer;6;educacion superior;rural;medio;846;982;664;44;134;23;4;147;no;no
80;mujer;1;secundaria;rural;premium;473;318;1023;19;136;78;10;53;no;si
41;mujer;4;primaria;urbana;premium;227;765;537;24;52;114;4;459;no;si
52;hombre;3;educacion superior;urbana;premium;171;818;892;60;95;3;9;47;no;no
63;mujer;4;primaria;urbana;premium;566;256;1168;36;273;77;8;101;no;si
58;mujer;6;educacion superior;urbana;basico;22;416;125;49;251;45;1;39;si;no
62;mujer;1;educacion superior;rural;premium;953;1472;1404;52;296;49;7;377;si;no
37;mujer;2;educacion superior;urbana;premium;92;1162;927;34;158;109;8;401;no;si
34;mujer;5;secundaria;rural;premium;582;359;1424;48;96;120;6;150;no;si
66;mujer;4;secundaria;urbana;medio;945;1519;461;24;247;6;4;109;no;si
50;mujer;5;secundaria;urbana;premium;830;676;422;57;143;72;6;123;no;si
51;mujer;1;primaria;urbana;medio;776;1295;557;4;130;16;7;473;si;no
44;hombre;6;educacion superior;rural;premium;559;477;739;60;90;23;6;76;no;si
23;mujer;1;primaria;rural;basico;195;1786;989;38;279;68;6;183;no;no
33;mujer;1;primaria;rural;medio;395;1552;1309;50;230;72;2;214;no;no
32;hombre;6;educacion superior;rural;medio;609;771;1207;53;206;61;7;234;no;si
40;hombre;3;secundaria;rural;premium;179;515;646;51;64;120;3;54;si;no
24;mujer;2;secundaria;urbana;basico;601;1820;21;21;123;89;8;458;no;no
62;mujer;4;primaria;rural;medio;280;1711;200;35;246;72;4;238;no;si
70;hombre;6;educacion superior;rural;medio;789;1416;1294;59;210;88;7;384;si;no
37;mujer;6;secundaria;urbana;premium;225;1410;1416;57;277;36;5;333;si;no
79;mujer;1;educacion superior;rural;medio;830;1251;332;39;222;118;6;476;no;si
34;mujer;6;primaria;rural;basico;245;1124;1322;39;28;42;8;392;si;no
16;mujer;2;secundaria;urbana;basico;899;1076;389;58;280;3;3;156;no;si
78;mujer;5;secundaria;rural;medio;561;891;1041;23;128;64;6;58;no;si
39;mujer;2;primaria;rural;premium;253;1989;920;2;206;71;4;334;si;no
23;mujer;2;primaria;rural;premium;110;1190;76;37;137;71;8;357;no;si
59;mujer;5;secundaria;rural;basico;507;171;305;3;32;10;4;182;si;no
17;hombre;2;educacion superior;urbana;medio;912;1668;355;47;285;94;7;327;no;si
56;hombre;1;primaria;urbana;basico;926;1557;799;49;276;98;10;326;no;no
16;hombre;2;primaria;rural;medio;767;1176;792;44;40;13;7;394;no;no
77;mujer;1;secundaria;rural;basico;801;896;403;10;58;64;6;235;no;no
47;mujer;4;primaria;rural;premium;304;396;517;8;240;85;2;80;si;no
33;hombre;6;secundaria;urbana;premium;640;1567;984;9;31;95;1;243;si;no
65;hombre;4;educacion superior;rural;medio;734;499;488;23;57;26;2;219;no;no
70;hombre;2;primaria;rural;premium;739;1695;1352;22;27;51;5;194;no;no
23;mujer;1;primaria;rural;basico;58;1780;960;6;175;38;4;338;si;no
61;mujer;5;primaria;rural;basico;307;1355;26;30;150;28;9;264;no;no
56;mujer;3;secundaria;rural;premium;55;1841;450;58;126;63;10;160;no;si
78;hombre;2;secundaria;urbana;basico;492;1711;966;27;157;35;3;401;no;si
24;mujer;2;educacion superior;rural;medio;561;418;824;55;165;30;2;395;si;no
76;mujer;6;secundaria;rural;basico;490;1973;1439;60;212;30;6;374;no;si
17;mujer;2;secundaria;urbana;premium;444;730;1162;59;163;82;7;279;no;si
51;mujer;6;secundaria;urbana;medio;865;725;1057;52;215;99;9;211;no;si
42;mujer;5;educacion superior;urbana;premium;205;572;1051;36;201;2;8;270;no;si
65;mujer;2;educacion superior;urbana;medio;804;571;729;45;285;34;0;40;si;no
23;hombre;6;educacion superior;rural;basico;159;1280;469;44;272;63;10;280;no;si
70;mujer;4;educacion superior;urbana;basico;686;1190;1326;47;66;26;3;252;si;no
43;hombre;4;primaria;rural;basico;121;1464;1010;32;241;56;8;52;no;no
38;hombre;2;primaria;rural;basico;757;140;348;9;152;58;2;464;si;no
78;mujer;6;primaria;urbana;basico;243;37;166;57;214;84;7;1;no;no
23;mujer;6;primaria;urbana;basico;279;1712;701;32;77;72;1;315;si;no
37;hombre;2;secundaria;rural;premium;405;1156;576;54;297;48;5;232;no;si
23;mujer;3;secundaria;rural;basico;606;1620;341;15;277;41;4;490;si;no
75;hombre;4;educacion superior;urbana;premium;723;235;776;49;300;25;10;255;no;no
72;mujer;5;educacion superior;urbana;medio;468;891;1149;21;159;105;4;223;no;si
26;mujer;1;primaria;urbana;medio;901;727;1006;52;232;84;7;337;no;si
35;mujer;6;educacion superior;rural;medio;610;1928;315;47;64;20;3;461;no;si
66;mujer;4;secundaria;rural;basico;929;143;635;44;95;19;9;55;si;no
40;mujer;4;secundaria;urbana;basico;827;1248;788;35;246;15;4;137;no;si
42;mujer;5;secundaria;rural;medio;672;1294;136;39;228;10;7;25;si;no
57;mujer;2;educacion superior;rural;premium;216;885;1483;37;109;48;4;395;no;si
43;hombre;1;educacion superior;urbana;medio;345;910;677;22;88;88;4;369;no;si
64;mujer;4;educacion superior;urbana;premium;19;4;930;24;62;96;3;459;no;si
59;mujer;6;secundaria;urbana;medio;339;191;145;58;81;97;10;46;si;no
31;hombre;6;secundaria;urbana;basico;210;150;533;15;56;77;3;173;no;si
16;mujer;2;educacion superior;urbana;premium;214;281;637;36;257;30;9;209;no;si
71;hombre;5;primaria;rural;premium;101;797;289;59;108;108;6;61;si;no
55;mujer;3;educacion superior;rural;medio;289;1099;306;17;126;43;3;115;no;si
44;hombre;5;secundaria;urbana;basico;842;367;271;58;263;19;10;480;no;si
55;mujer;6;secundaria;urbana;premium;786;1749;263;24;173;79;0;397;si;no
17;mujer;1;secundaria;rural;premium;891;1121;121;17;135;104;1;302;no;no
20;mujer;5;secundaria;urbana;premium;924;1554;1476;54;251;82;9;157;si;no
51;hombre;5;secundaria;rural;basico;963;1911;614;33;228;47;4;160;no;si
53;hombre;6;educacion superior;rural;basico;746;300;240;58;123;115;3;97;no;si
27;mujer;6;secundaria;rural;basico;183;1296;239;55;177;76;1;366;si;no
72;mujer;2;educacion superior;rural;basico;262;825;533;54;298;114;5;186;no;si
51;hombre;3;educacion superior;rural;basico;213;1519;1471;18;146;80;8;94;no;si
38;mujer;1;educacion superior;urbana;premium;95;1744;905;56;110;87;8;464;si;no
24;hombre;1;primaria;rural;basico;436;1033;733;0;10;39;10;98;si;no
19;hombre;3;primaria;rural;medio;292;297;1086;31;0;33;2;81;no;no
45;hombre;3;secundaria;rural;medio;449;438;720;45;136;63;2;328;si;no
